ID,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
630,433.4,628.3,516.2,413.4,480.0
631,541.7,623.6,534.1,408.4,560.0
632,566.8,491.1,426.9,433.5,560.0
633,496.7,527.3,489.0,502.6,540.0
634,503.8,602.1,527.9,429.0,600.0
635,582.6,644.1,631.9,607.8,540.0
636,465.8,606.7,522.0,504.6,560.0
637,492.8,522.9,513.9,418.5,480.0
638,575.1,692.8,666.0,684.6,760.0
639,662.5,702.3,666.7,580.3,760.0
640,489.4,591.3,471.6,422.6,320.0
641,406.8,600.4,506.1,627.5,880.0
642,523.6,616.5,407.9,494.4,520.0
643,432.7,563.0,555.4,497.7,0.0
644,483.2,462.6,444.0,566.7,480.0
645,409.3,419.3,481.8,637.6,580.0
646,477.9,623.6,580.9,637.4,860.0
647,459.1,614.8,479.0,614.5,300.0
648,443.2,513.6,428.8,491.1,300.0
649,424.1,492.8,434.2,393.4,520.0
650,560.3,632.0,537.1,607.9,360.0
651,548.5,608.1,560.0,586.3,620.0
652,454.1,653.7,627.3,428.5,440.0
653,466.4,598.4,535.3,603.2,560.0
654,537.3,651.6,593.8,476.7,520.0
655,592.2,639.0,633.3,565.3,580.0
656,502.3,638.0,575.4,554.0,580.0
657,462.1,491.6,443.2,506.0,520.0
658,432.5,446.9,399.7,439.0,540.0
659,589.9,642.6,530.6,401.4,520.0
660,404.2,565.3,543.7,483.2,340.0
661,508.4,610.6,498.4,561.8,580.0
662,454.9,595.2,464.0,431.8,280.0
663,598.8,663.7,605.7,730.8,840.0
664,474.5,619.4,580.1,531.3,580.0
665,626.8,645.2,583.0,659.4,540.0
666,451.4,569.9,562.0,452.9,420.0
667,679.6,645.8,665.1,786.3,660.0
668,453.6,637.6,610.6,607.8,560.0
669,504.3,575.0,412.2,475.9,540.0
670,381.6,488.8,389.1,391.0,540.0
671,714.3,690.4,640.5,747.9,860.0
672,400.1,615.7,566.5,543.4,620.0
673,500.7,637.8,569.0,565.6,740.0
674,550.1,555.4,449.7,416.1,340.0
675,447.7,501.5,370.5,463.6,520.0
676,501.0,626.9,500.5,543.9,340.0
677,433.3,528.4,530.9,517.8,500.0
678,376.7,648.4,632.6,661.7,600.0
679,532.0,621.6,540.6,443.9,400.0
680,503.3,463.5,555.1,595.2,620.0
681,558.8,406.0,434.4,419.5,720.0
682,443.7,522.2,480.9,392.3,280.0
683,644.9,604.8,577.7,733.4,860.0
684,531.6,508.7,451.4,418.1,400.0
685,577.8,663.6,684.0,663.1,540.0
686,399.3,534.0,507.1,530.8,480.0
687,572.0,502.6,512.1,405.9,760.0
688,386.6,525.7,427.5,464.8,520.0
689,600.1,647.1,627.5,611.4,480.0
690,420.9,570.5,564.0,502.3,440.0
691,456.8,450.4,461.2,531.9,300.0
692,446.2,399.3,386.9,428.7,240.0
693,551.7,655.9,610.6,723.6,540.0
694,398.0,598.3,447.5,587.3,140.0
695,446.2,605.8,549.6,402.1,500.0
696,485.7,576.9,564.5,603.2,560.0
697,465.8,533.1,476.8,550.7,260.0
698,638.8,628.5,541.8,705.4,820.0
699,554.8,620.2,594.1,606.5,640.0
700,508.3,589.3,448.6,494.6,580.0
701,575.0,580.1,554.7,618.2,640.0
702,579.0,675.7,599.3,713.4,600.0
703,447.6,547.1,551.7,458.2,800.0
704,558.4,625.3,599.8,565.1,620.0
705,564.7,679.4,633.6,578.1,820.0
706,651.5,680.2,675.2,795.2,940.0
707,415.9,537.0,409.1,383.2,360.0
708,502.8,418.1,525.8,385.9,480.0
709,421.8,607.7,510.2,570.9,500.0
710,590.6,688.1,664.9,748.8,660.0
711,535.1,512.7,422.1,462.4,340.0
712,444.4,449.5,623.0,495.1,320.0
713,517.6,586.0,462.7,454.8,320.0
714,582.4,643.9,623.6,624.8,420.0
715,407.4,570.6,543.3,489.1,400.0
716,479.3,543.8,472.4,412.3,320.0
717,427.7,487.9,474.5,408.3,340.0
718,393.3,605.9,543.3,570.7,540.0
719,554.2,614.9,593.0,471.2,620.0
720,410.8,591.6,509.9,521.3,540.0
721,489.9,561.9,509.4,449.2,580.0
722,573.4,514.7,501.7,495.7,520.0
723,437.4,475.5,419.7,441.5,340.0
724,470.4,502.4,522.7,543.4,280.0
725,623.8,751.5,698.0,643.5,820.0
726,461.3,428.9,471.9,389.1,340.0
727,527.2,634.1,600.3,517.9,0.0
728,511.5,659.9,556.5,428.6,320.0
729,694.5,682.0,692.4,744.4,520.0
730,516.6,505.5,353.2,436.4,200.0
731,486.6,555.3,522.7,462.4,460.0
732,572.8,633.3,606.5,626.3,360.0
733,437.1,526.3,466.9,504.3,580.0
734,642.0,651.0,600.2,796.5,940.0
735,574.6,622.4,553.3,516.3,520.0
736,577.9,675.9,598.1,675.7,740.0
737,510.3,690.5,602.8,574.3,600.0
738,654.7,701.5,643.4,737.2,820.0
739,570.2,544.4,485.1,525.3,400.0
740,433.0,627.8,533.2,410.2,460.0
741,526.5,596.2,607.6,469.1,600.0
742,471.2,514.3,528.0,413.7,400.0
743,419.4,504.1,518.0,514.7,340.0
744,421.5,605.2,545.6,461.4,660.0
745,458.0,620.5,535.0,645.0,700.0
746,595.9,687.3,569.4,668.9,640.0
747,558.5,480.8,525.2,590.3,0.0
748,595.4,665.0,634.9,542.5,500.0
749,436.3,485.6,532.8,404.4,500.0
750,483.4,522.0,499.7,593.6,560.0
751,523.3,498.9,452.0,511.2,220.0
752,509.2,596.7,604.3,550.1,540.0
753,399.1,630.0,543.6,535.7,520.0
754,494.1,420.6,460.5,478.2,340.0
755,523.2,544.6,541.0,636.2,620.0
756,532.2,628.6,597.5,397.3,480.0
757,572.9,604.1,569.7,553.3,640.0
758,632.2,653.8,580.3,688.9,880.0
759,544.9,706.3,560.0,571.2,560.0
760,597.7,661.7,640.0,674.7,640.0
761,534.5,622.7,527.6,723.2,760.0
762,504.8,566.4,562.8,466.1,620.0
763,520.1,594.9,437.3,423.4,380.0
764,421.6,589.6,456.5,546.0,380.0
765,589.0,634.3,588.2,528.3,380.0
766,430.1,547.4,539.4,432.7,360.0
767,448.4,554.4,484.3,399.4,580.0
768,487.3,623.3,557.7,588.4,640.0
769,592.2,645.4,580.3,430.0,340.0
770,369.0,504.5,491.5,559.6,320.0
771,440.8,433.7,453.0,383.1,340.0
772,468.0,628.9,607.4,586.9,560.0
773,464.1,590.0,464.4,460.9,640.0
774,613.4,622.2,583.5,456.0,680.0
775,580.8,634.9,632.5,693.6,580.0
776,465.2,553.9,549.0,437.1,540.0
777,459.3,610.0,515.5,481.8,560.0
778,668.6,666.2,630.7,733.2,720.0
779,460.5,594.6,511.0,390.8,340.0
780,440.5,566.0,516.1,379.7,380.0
781,430.2,551.1,496.5,480.7,340.0
782,514.1,613.0,550.9,518.1,600.0
783,579.8,570.9,561.7,510.0,300.0
784,442.0,596.2,579.4,672.5,560.0
785,451.9,457.1,564.6,496.1,560.0
786,483.6,584.0,564.6,438.6,600.0
787,390.9,503.6,489.5,499.9,320.0
788,505.1,562.7,517.6,547.3,620.0
789,401.3,546.2,533.7,460.1,480.0
790,581.3,488.4,594.0,540.3,420.0
791,589.1,635.4,613.6,641.4,600.0
792,427.2,522.8,357.2,476.9,580.0
793,365.8,542.4,460.4,385.1,280.0
794,616.6,624.3,579.2,659.7,960.0
795,566.2,621.0,556.4,559.0,640.0
796,442.4,531.7,565.3,525.5,640.0
797,517.7,619.3,338.7,443.9,680.0
798,572.1,675.3,600.2,722.6,880.0
799,439.1,528.8,469.6,539.5,680.0
800,458.0,545.9,485.0,640.6,620.0
801,535.5,646.8,602.8,699.0,640.0
802,471.3,634.8,519.9,389.2,440.0
803,519.8,410.4,444.4,405.4,320.0
804,375.2,502.2,393.7,507.8,320.0
805,598.1,646.8,608.7,792.7,920.0
806,462.6,516.9,484.6,430.8,560.0
807,523.5,594.0,485.2,419.1,340.0
808,497.6,644.9,590.9,566.4,480.0
809,397.4,584.5,516.3,503.4,460.0
810,498.2,573.3,538.3,596.2,520.0
811,579.0,707.0,621.6,784.6,580.0
812,527.0,611.1,484.2,624.6,520.0
813,525.6,434.5,494.6,393.4,600.0
814,637.2,682.7,646.1,764.8,820.0
815,541.9,580.2,495.8,456.6,560.0
816,509.5,624.2,602.5,681.9,660.0
817,603.7,507.2,469.9,568.9,560.0
818,433.9,454.2,410.6,421.3,320.0
819,378.2,482.1,539.2,599.5,540.0
820,470.0,511.4,551.8,579.6,360.0
821,475.5,568.1,604.1,540.7,660.0
822,541.6,465.2,449.0,461.4,340.0
823,413.0,611.8,582.4,399.5,500.0
824,583.3,638.2,591.5,580.9,300.0
825,406.8,550.3,509.4,444.5,340.0
826,460.8,0.0,329.3,411.6,300.0
827,435.7,531.5,587.7,471.9,420.0
828,602.3,597.4,625.6,554.1,740.0
829,438.4,474.1,511.7,516.5,540.0
830,498.2,528.4,464.8,401.7,340.0
831,433.4,499.3,472.5,520.7,420.0
832,495.8,644.3,608.6,505.5,680.0
833,431.6,601.7,535.8,444.3,620.0
834,390.6,512.1,531.5,420.6,360.0
835,439.4,539.0,451.1,492.7,300.0
836,604.8,672.1,608.8,679.3,640.0
837,511.7,566.9,582.2,723.0,640.0
838,370.4,413.6,537.4,467.8,640.0
839,578.9,640.6,562.8,520.7,480.0
840,400.7,534.8,432.1,605.5,600.0
841,522.1,611.1,608.8,641.7,680.0
842,696.8,677.3,673.1,704.8,620.0
843,626.7,662.4,569.8,664.9,820.0
844,643.8,692.1,661.0,713.1,960.0
845,539.8,609.6,577.0,661.7,600.0
846,449.3,494.4,448.3,474.3,480.0
847,573.3,592.0,531.0,602.5,600.0
848,461.2,491.8,431.1,557.0,580.0
849,448.0,409.3,443.0,414.7,240.0
850,496.0,556.4,527.5,448.6,640.0
851,428.0,463.0,373.9,453.8,320.0
852,597.0,667.4,621.8,615.9,560.0
853,375.3,426.2,386.1,371.7,440.0
854,510.5,600.4,420.9,400.9,360.0
855,477.8,680.4,656.6,550.3,660.0
856,485.8,607.8,527.1,641.4,320.0
857,428.6,499.8,482.2,398.1,440.0
858,379.7,430.9,463.2,435.7,340.0
859,505.7,641.3,579.7,504.9,560.0
860,585.8,635.0,661.5,653.2,760.0
861,523.0,446.8,569.0,639.1,320.0
862,566.6,649.2,632.3,632.3,680.0
863,591.5,681.0,641.3,542.6,580.0
864,476.2,567.2,452.2,524.4,480.0
865,657.3,482.1,579.7,562.3,780.0
866,461.3,550.6,396.1,449.6,440.0
867,536.6,580.1,501.1,477.5,360.0
868,475.3,587.6,560.2,473.4,620.0
869,516.0,508.9,534.5,625.2,320.0
870,517.8,619.0,509.7,626.0,360.0
871,458.8,486.5,431.9,422.7,360.0
872,445.4,499.6,561.1,523.0,560.0
873,677.3,683.7,621.5,647.9,800.0
874,611.1,626.6,569.9,661.3,680.0
875,416.2,425.5,401.6,439.4,280.0
876,533.3,485.4,467.8,525.8,480.0
877,454.2,637.5,551.0,481.4,620.0
878,615.7,597.1,628.6,700.6,820.0
879,730.0,687.5,645.9,713.4,840.0
880,409.3,596.7,517.3,571.9,380.0
881,511.0,639.0,521.5,560.9,600.0
882,451.5,584.4,558.3,542.0,520.0
883,521.2,406.4,371.4,445.4,540.0
884,549.6,600.5,604.2,500.6,660.0
885,535.0,502.3,495.7,471.8,660.0
886,438.7,564.6,481.6,409.0,340.0
887,491.7,537.5,523.1,521.0,320.0
888,476.2,531.7,448.7,410.3,520.0
889,611.6,640.1,640.5,414.9,840.0
890,497.2,576.5,478.8,418.1,600.0
891,531.5,529.9,493.9,420.0,380.0
892,531.9,511.0,570.3,511.9,400.0
893,484.1,618.5,554.7,689.2,600.0
894,418.3,684.1,618.2,628.0,720.0
895,395.5,460.1,364.0,431.5,240.0
896,529.3,587.1,525.3,457.3,0.0
897,463.5,613.8,544.5,611.4,340.0
898,587.2,624.5,585.4,666.5,680.0
899,521.3,521.9,533.4,438.0,0.0
900,617.7,667.3,644.1,738.8,940.0
901,486.0,455.1,529.6,446.1,360.0
902,490.4,469.1,488.8,430.7,440.0
903,484.0,606.3,522.0,457.3,480.0
904,561.3,448.2,545.3,541.3,260.0
905,516.9,419.4,476.7,575.8,500.0
906,444.4,404.3,487.1,492.2,520.0
907,473.9,538.0,512.6,572.0,560.0
908,466.0,630.0,523.7,601.2,600.0
909,413.6,540.5,421.0,435.6,400.0
910,653.6,674.6,625.7,689.2,680.0
911,531.8,603.3,571.2,719.6,620.0
912,525.2,513.7,587.6,664.3,680.0
913,439.5,406.7,389.6,406.9,400.0
914,411.6,431.1,394.6,392.4,320.0
915,481.7,530.9,561.5,480.1,560.0
916,482.5,604.0,559.3,414.1,280.0
917,525.7,569.9,624.3,520.9,600.0
918,625.9,663.8,673.0,756.9,740.0
919,495.3,621.8,544.7,459.8,420.0
920,595.6,692.1,647.1,734.6,700.0
921,366.7,601.0,516.5,477.7,560.0
922,505.9,479.9,532.5,511.8,300.0
923,552.6,581.6,565.7,454.8,800.0
924,518.3,613.0,609.2,567.9,500.0
925,505.0,585.5,578.3,427.8,500.0
926,516.6,660.3,614.4,618.3,700.0
927,583.5,623.5,594.6,667.3,640.0
928,462.1,567.5,495.1,417.8,420.0
929,467.7,453.6,348.0,490.2,240.0
930,544.0,565.5,546.0,480.9,600.0
931,719.5,732.8,677.4,861.5,940.0
932,569.9,602.3,500.3,718.1,820.0
933,531.5,610.9,607.5,602.6,500.0
934,419.8,581.4,550.6,537.9,700.0
935,489.6,551.4,500.3,590.5,500.0
936,487.5,610.1,585.8,542.1,620.0
937,425.9,472.7,549.6,466.6,540.0
938,629.9,673.3,659.7,793.1,860.0
939,634.2,653.5,594.8,667.2,540.0
940,372.2,461.2,400.9,448.2,260.0
941,560.8,564.7,538.5,496.4,500.0
942,492.4,652.2,527.0,528.2,920.0
943,530.4,496.1,620.4,468.6,600.0
944,463.1,435.7,563.3,559.6,340.0
945,493.6,562.4,585.7,431.3,740.0
946,498.1,519.3,405.0,434.8,480.0
947,474.8,602.4,505.5,572.8,340.0
948,563.7,695.9,691.4,721.6,560.0
949,610.0,647.6,535.0,596.2,700.0
950,522.3,692.1,578.0,623.4,820.0
951,545.3,635.8,558.5,604.8,600.0
952,423.0,539.6,490.2,494.2,520.0
953,488.1,435.3,479.1,410.3,620.0
954,468.5,403.4,465.2,526.3,480.0
955,472.0,539.7,518.7,491.9,560.0
956,541.3,635.0,599.1,496.4,640.0
957,469.7,648.2,623.5,459.2,560.0
958,641.3,668.8,565.9,748.5,740.0
959,467.3,573.7,503.5,400.3,520.0
960,408.6,549.5,426.3,557.6,520.0
961,388.8,630.0,539.7,523.2,460.0
962,423.8,574.9,505.3,603.8,320.0
963,443.8,618.5,573.6,456.0,300.0
964,427.0,601.8,490.4,0.0,360.0
965,479.6,461.1,453.6,488.4,340.0
966,538.0,622.3,593.9,477.5,540.0
967,566.8,613.8,608.8,697.5,340.0
968,486.8,454.3,482.1,379.6,280.0
969,415.1,444.4,446.8,440.6,360.0
970,457.8,631.6,564.3,572.2,540.0
971,457.4,550.7,432.5,459.6,600.0
972,463.5,588.2,553.6,499.0,640.0
973,424.0,403.9,543.8,492.1,220.0
974,521.3,539.5,509.6,506.4,360.0
975,609.3,651.3,578.7,663.0,680.0
976,396.5,610.3,526.0,435.9,560.0
977,454.8,543.9,445.7,568.3,420.0
978,455.0,581.2,469.7,490.6,400.0
979,629.2,578.1,551.9,718.9,820.0
980,485.2,578.7,527.7,650.8,620.0
981,481.5,441.2,432.6,411.2,320.0
982,464.6,653.4,576.9,589.4,480.0
983,434.0,501.0,405.5,589.4,320.0
984,405.5,456.1,351.7,427.0,500.0
985,529.0,584.8,479.9,581.1,560.0
986,587.7,678.9,668.6,664.7,560.0
987,371.3,633.3,391.3,613.2,420.0
988,521.6,630.9,565.2,466.4,460.0
989,419.8,557.9,579.8,458.2,560.0
990,517.3,620.2,568.9,577.8,440.0
991,388.4,600.6,557.5,482.7,400.0
992,550.8,615.4,588.9,479.9,600.0
993,418.7,605.6,468.4,432.1,520.0
994,545.2,615.9,593.4,460.0,320.0
995,602.4,653.9,598.3,711.2,780.0
996,474.7,636.7,604.8,566.3,420.0
997,549.4,589.6,504.9,405.3,540.0
998,417.8,472.7,378.8,382.0,340.0
999,467.3,570.9,564.2,552.4,560.0
1000,528.5,603.8,551.6,729.0,640.0
1001,526.0,630.2,555.1,462.9,360.0
1002,482.4,633.6,638.8,600.7,600.0
1003,391.8,572.4,491.3,498.9,300.0
1004,570.4,696.8,646.2,702.6,720.0
1005,458.0,524.7,523.2,439.7,540.0
1006,421.3,513.0,473.6,384.6,440.0
1007,386.0,430.1,507.7,387.1,360.0
1008,447.0,658.7,600.1,679.8,480.0
1009,468.1,604.8,434.4,562.7,380.0
1010,592.5,714.9,625.9,691.8,920.0
1011,429.0,626.2,573.2,511.7,420.0
1012,556.8,642.2,613.5,625.9,620.0
1013,550.3,616.4,599.6,435.5,640.0
1014,430.1,656.5,539.9,651.3,520.0
1015,570.8,575.5,538.1,445.4,360.0
1016,516.5,573.2,524.2,601.2,480.0
1017,504.1,495.7,451.6,480.7,520.0
1018,439.6,399.0,443.3,404.6,540.0
1019,592.3,640.3,523.6,625.3,540.0
1020,413.6,602.5,543.7,595.6,620.0
1021,502.0,587.7,559.1,497.5,540.0
1022,622.0,667.7,602.3,769.6,880.0
1023,496.5,547.0,520.0,492.3,280.0
1024,489.5,579.0,575.1,559.9,740.0
1025,460.4,448.2,576.9,503.5,400.0
1026,503.7,526.2,386.6,432.1,560.0
1027,558.1,603.4,571.3,677.1,520.0
1028,567.2,642.1,562.0,412.3,560.0
1029,489.5,427.5,558.6,387.3,620.0
1030,444.7,548.9,520.4,477.8,340.0
1031,398.3,550.8,529.0,531.5,440.0
1032,569.4,634.5,560.7,622.6,760.0
1033,468.9,495.4,463.9,400.2,480.0
1034,637.9,673.5,639.8,651.5,540.0
1035,593.9,560.3,606.9,468.7,580.0
1036,428.4,444.1,492.3,472.0,720.0
1037,463.6,639.1,599.0,431.0,880.0
1038,523.7,641.6,594.8,629.0,600.0
1039,586.9,592.4,567.4,490.7,560.0
1040,613.7,660.3,588.5,648.9,760.0
1041,385.3,503.9,456.1,404.6,300.0
1042,601.2,676.6,641.3,719.5,640.0
1043,443.7,504.1,555.7,502.6,440.0
1044,430.1,427.6,416.6,513.1,440.0
1045,436.6,606.1,534.7,536.7,400.0
1046,466.9,696.7,672.3,690.0,700.0
1047,563.0,497.4,587.3,446.0,620.0
1048,516.6,453.3,374.3,445.5,480.0
1049,428.1,606.1,509.6,489.7,540.0
1050,668.8,712.0,647.5,721.2,840.0
1051,478.6,505.3,377.0,461.0,200.0
1052,372.8,592.6,421.8,382.7,360.0
1053,455.5,481.9,366.7,466.1,340.0
1054,402.7,532.9,409.5,503.8,280.0
1055,417.1,661.6,604.2,526.3,880.0
1056,590.7,610.0,601.1,631.0,740.0
1057,463.3,581.7,550.2,397.5,600.0
1058,542.8,648.5,589.8,557.5,780.0
1059,420.7,528.5,611.1,476.5,540.0
1060,400.6,697.8,588.6,463.0,640.0
1061,448.2,465.9,489.9,382.1,400.0
1062,585.3,652.2,601.5,494.6,660.0
1063,439.8,571.1,529.0,692.6,440.0
1064,517.8,641.2,595.8,559.1,840.0
1065,529.7,617.4,518.0,583.8,800.0
1066,587.9,608.1,557.7,678.4,800.0
1067,506.3,545.2,500.3,414.8,660.0
1068,514.4,668.1,600.5,376.5,0.0
1069,389.9,472.5,360.4,389.1,600.0
1070,487.1,669.1,573.7,509.5,480.0
1071,439.1,496.0,515.7,510.4,380.0
1072,439.8,641.8,581.0,573.0,560.0
1073,396.7,577.9,446.9,399.7,600.0
1074,496.9,601.9,389.2,566.4,860.0
1075,493.0,471.2,452.8,515.4,540.0
1076,524.3,595.5,553.3,482.3,440.0
1077,387.7,476.2,470.8,430.8,580.0
1078,458.2,631.3,563.4,507.4,620.0
1079,552.6,605.8,473.4,563.3,540.0
1080,456.0,601.7,563.8,493.2,560.0
1081,459.8,615.7,600.1,697.0,340.0
1082,489.6,406.6,563.1,521.7,580.0
1083,506.7,627.9,588.5,604.0,680.0
1084,371.0,544.3,384.5,488.7,500.0
1085,633.1,551.7,581.0,573.5,360.0
1086,473.3,607.7,597.6,618.4,440.0
1087,704.1,714.1,658.2,779.5,900.0
1088,503.4,561.0,545.2,545.8,360.0
1089,600.5,662.4,609.3,697.9,860.0
1090,387.2,497.7,430.5,496.6,220.0
1091,651.4,675.9,624.9,789.1,920.0
1092,454.6,414.9,513.9,453.9,380.0
1093,535.6,671.8,634.8,594.3,640.0
1094,451.0,652.2,557.9,517.0,340.0
1095,423.8,576.3,456.1,473.5,360.0
1096,470.9,443.0,454.6,444.2,620.0
1097,404.5,567.8,477.7,553.0,560.0
1098,562.0,634.4,551.6,604.7,560.0
1099,571.1,628.6,486.1,692.1,540.0
1100,421.7,621.1,519.1,485.4,660.0
1101,446.1,593.9,534.2,422.2,320.0
1102,601.4,607.4,622.0,754.2,420.0
1103,496.4,605.3,533.9,643.5,580.0
1104,562.8,651.4,594.9,603.4,720.0
1105,510.0,529.4,552.1,466.7,360.0
1106,457.7,481.0,595.0,451.1,640.0
1107,464.2,534.8,419.1,380.3,260.0
1108,399.5,565.7,461.2,482.1,340.0
1109,519.6,523.9,559.3,468.2,400.0
1110,516.7,597.4,449.5,657.9,480.0
1111,588.1,598.2,565.1,579.8,560.0
1112,648.6,716.9,694.0,717.1,500.0
1113,433.7,557.6,435.5,425.6,340.0
1114,388.5,591.7,473.9,428.1,340.0
1115,502.5,544.0,453.7,524.7,500.0
1116,454.2,642.5,546.3,489.2,560.0
1117,393.7,624.9,462.2,560.5,360.0
1118,560.5,543.2,547.8,614.0,500.0
1119,398.0,518.6,319.7,471.2,320.0
1120,674.2,688.2,664.2,716.6,900.0
1121,424.0,428.8,530.6,569.5,320.0
1122,383.7,424.0,530.2,455.4,540.0
1123,420.6,490.3,440.3,418.7,300.0
1124,548.2,558.3,572.2,624.1,620.0
1125,428.7,513.0,465.3,418.8,560.0
1126,442.5,629.3,599.6,490.1,460.0
1127,537.6,601.6,483.4,569.6,380.0
1128,568.2,618.5,523.7,685.6,680.0
1129,691.0,663.2,631.5,785.6,980.0
1130,596.7,552.4,595.1,658.6,800.0
1131,627.1,685.8,654.5,789.5,700.0
1132,547.0,625.2,589.5,609.3,700.0
1133,564.7,657.8,670.5,396.5,780.0
1134,494.6,653.9,581.4,590.0,560.0
1135,481.0,424.0,419.9,496.1,280.0
1136,444.4,624.3,561.7,452.1,620.0
1137,622.3,629.8,611.0,731.0,880.0
1138,472.6,661.8,605.8,622.1,720.0
1139,428.5,585.6,510.1,487.2,340.0
1140,394.4,600.2,495.1,615.4,380.0
1141,595.3,618.9,534.6,573.8,760.0
1142,435.9,464.3,491.6,526.8,600.0
1143,460.4,450.0,516.8,445.1,480.0
1144,564.2,663.6,621.8,654.1,580.0
1145,390.9,628.5,501.2,595.2,600.0
1146,581.1,670.4,614.4,565.1,660.0
1147,521.9,603.0,561.8,467.7,320.0
1148,432.7,563.6,513.4,560.4,380.0
1149,516.2,436.1,463.9,523.6,580.0
1150,574.3,632.4,571.0,466.1,760.0
1151,505.9,423.5,507.6,458.7,620.0
1152,552.6,633.0,569.9,533.9,600.0
1153,383.4,594.3,512.6,464.2,600.0
1154,616.9,706.7,647.1,704.1,760.0
1155,508.8,552.0,551.6,550.9,400.0
1156,606.3,687.1,622.4,573.6,680.0
1157,630.0,702.1,620.0,764.3,860.0
1158,560.8,621.4,578.3,610.5,360.0
1159,405.7,608.7,478.8,502.6,380.0
1160,519.7,461.5,492.5,439.3,520.0
1161,467.2,610.1,515.9,497.4,440.0
1162,479.4,604.5,554.3,531.5,520.0
1163,404.4,588.3,536.4,526.2,400.0
1164,479.8,639.4,567.9,552.8,680.0
1165,539.4,599.7,633.0,622.5,660.0
1166,451.3,592.2,525.1,520.9,520.0
1167,516.1,531.3,530.4,387.8,300.0
1168,443.8,558.6,391.2,396.2,340.0
1169,428.2,524.8,468.4,518.3,280.0
1170,381.9,579.3,470.5,523.6,600.0
1171,460.5,612.6,549.3,442.2,600.0
1172,513.5,601.1,545.8,516.1,300.0
1173,570.3,616.3,415.7,667.3,320.0
1174,439.2,599.2,545.9,611.9,540.0
1175,421.3,613.2,470.7,515.0,440.0
1176,444.4,569.5,554.3,398.0,240.0
1177,369.8,491.4,499.4,494.0,560.0
1178,458.5,467.0,487.4,396.1,400.0
1179,538.0,639.5,566.0,595.3,580.0
1180,415.1,462.3,410.0,484.9,380.0
1181,469.3,584.6,400.2,544.0,0.0
1182,529.7,649.6,554.7,505.4,520.0
1183,552.7,622.8,620.4,562.8,560.0
1184,445.4,511.7,424.3,513.3,600.0
1185,498.0,670.9,623.6,684.5,900.0
1186,468.0,531.5,599.9,478.8,520.0
1187,399.0,437.2,503.1,474.0,0.0
1188,433.3,603.1,451.3,583.2,360.0
1189,590.1,614.4,551.2,643.9,740.0
1190,535.4,465.7,453.1,659.5,360.0
1191,430.4,532.2,541.2,536.4,360.0
1192,569.6,614.8,591.8,563.6,680.0
1193,491.0,609.9,508.3,475.7,460.0
1194,512.2,478.8,415.3,397.5,560.0
1195,393.7,556.2,453.6,433.9,380.0
1196,606.4,602.2,610.6,741.5,640.0
1197,445.8,554.1,474.1,441.4,760.0
1198,541.4,625.2,544.6,529.9,800.0
1199,391.2,436.2,500.9,380.5,540.0
1200,435.1,428.8,453.2,594.2,300.0
1201,469.1,492.5,578.6,376.5,320.0
1202,445.8,502.0,374.5,448.3,300.0
1203,519.3,650.2,509.5,642.3,680.0
1204,447.6,621.3,464.3,390.8,360.0
1205,461.4,491.6,504.9,452.3,280.0
1206,556.3,656.4,623.1,695.6,820.0
1207,467.5,424.6,468.9,538.4,540.0
1208,575.0,613.3,576.3,483.1,620.0
1209,418.5,451.8,433.1,400.8,420.0
1210,504.8,567.5,488.5,395.1,440.0
1211,510.0,628.5,574.2,458.6,840.0
1212,686.5,739.0,608.3,804.2,760.0
1213,468.8,598.4,522.6,610.0,840.0
1214,558.7,568.6,552.2,572.0,600.0
1215,425.5,575.0,524.7,470.0,520.0
1216,417.9,544.4,471.1,537.2,280.0
1217,608.0,519.0,436.8,556.4,500.0
1218,464.6,528.6,457.1,377.6,380.0
1219,507.8,537.8,556.5,474.1,500.0
1220,601.6,658.3,637.4,402.8,640.0
1221,520.4,671.5,598.4,503.2,720.0
1222,371.3,594.8,515.1,496.4,540.0
1223,454.2,652.1,559.3,625.5,520.0
1224,500.9,458.4,410.5,464.9,340.0
1225,408.7,470.9,488.5,517.1,300.0
1226,415.1,423.9,470.9,648.1,0.0
1227,513.1,609.8,559.4,548.5,600.0
1228,493.8,598.2,573.5,586.8,400.0
1229,628.2,655.3,648.7,707.5,820.0
1230,591.0,653.9,521.4,429.9,640.0
1231,443.9,578.3,447.4,432.7,540.0
1232,466.6,489.8,533.6,542.8,620.0
1233,450.1,607.4,535.5,531.0,620.0
1234,438.6,574.9,478.7,393.4,580.0
1235,497.9,577.3,600.3,632.3,640.0
1236,454.7,596.2,592.9,462.1,460.0
1237,579.1,653.6,547.9,718.0,580.0
1238,431.2,554.8,348.9,540.1,500.0
1239,456.1,607.3,507.4,558.9,360.0
1240,415.0,443.5,446.1,373.1,440.0
1241,421.2,525.3,374.5,491.8,260.0
1242,449.1,405.3,429.5,517.3,580.0
1243,455.3,558.9,552.1,400.3,320.0
1244,528.1,504.0,434.5,461.9,520.0
1245,416.6,577.8,535.6,512.8,280.0
1246,465.3,426.8,389.1,372.7,520.0
1247,409.8,568.8,496.1,434.2,500.0
1248,552.5,619.6,534.5,633.4,400.0
1249,405.1,449.6,452.5,471.2,260.0
1250,575.6,645.9,552.9,665.9,820.0
1251,502.8,560.3,474.5,404.9,740.0
